Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -17773.9235  -17774.4624       0.5389   297.8
0.0005      -17773.9059  -17774.5204       0.6146   339.6
0.0010      -17773.9099  -17774.6580       0.7481   413.4
0.0015      -17773.8817  -17774.8700       0.9883   546.1
0.0020      -17773.8921  -17775.1489       1.2568   694.5
0.0025      -17773.8961  -17775.4841       1.5880   877.5
0.0030      -17773.8864  -17775.8673       1.9809  1094.6
0.0035      -17773.9563  -17776.2887       2.3324  1288.9
0.0040      -17773.9803  -17776.7276       2.7473  1518.2
0.0045      -17773.9785  -17777.1715       3.1930  1764.5
0.0050      -17773.9933  -17777.5898       3.5965  1987.4
0.0055      -17774.0483  -17777.9479       3.8996  2154.9
0.0060      -17774.1430  -17778.2186       4.0757  2252.2
0.0065      -17774.1812  -17778.3829       4.2018  2321.9
0.0070      -17774.2856  -17778.4409       4.1553  2296.2
0.0075      -17774.3634  -17778.4025       4.0391  2232.0
0.0080      -17774.3752  -17778.3027       3.9276  2170.4
0.0085      -17774.3715  -17778.1974       3.8259  2114.2
0.0090      -17774.4159  -17778.1249       3.7091  2049.6
0.0095      -17774.3854  -17778.1008       3.7154  2053.1
0.0100      -17774.4316  -17778.1383       3.7066  2048.3
0.0105      -17774.5364  -17778.2225       3.6861  2036.9
0.0110      -17774.6407  -17778.3312       3.6905  2039.4
0.0115      -17774.7238  -17778.4514       3.7277  2059.9
0.0120      -17774.7532  -17778.5675       3.8143  2107.7
0.0125      -17774.7860  -17778.6650       3.8790  2143.5
0.0130      -17774.8813  -17778.7307       3.8493  2127.1
0.0135      -17774.9649  -17778.7730       3.8081  2104.4
0.0140      -17774.9879  -17778.8041       3.8162  2108.8
0.0145      -17774.9971  -17778.8246       3.8275  2115.1
0.0150      -17774.9971  -17778.8422       3.8451  2124.8
0.0155      -17775.0430  -17778.8534       3.8104  2105.6
0.0160      -17775.1048  -17778.8682       3.7634  2079.6
0.0165      -17775.1077  -17778.8891       3.7814  2089.6
0.0170      -17775.0809  -17778.9285       3.8477  2126.2
0.0175      -17775.0811  -17778.9901       3.9090  2160.1
0.0180      -17775.1631  -17779.0604       3.8972  2153.6
0.0185      -17775.1412  -17779.1277       3.9864  2202.9
0.0190      -17775.2342  -17779.1865       3.9523  2184.0
0.0195      -17775.3510  -17779.2318       3.8808  2144.5
0.0200      -17775.4639  -17779.2647       3.8009  2100.3
0.0205      -17775.5224  -17779.2744       3.7521  2073.4
0.0210      -17775.5847  -17779.2540       3.6693  2027.6
0.0215      -17775.6134  -17779.1988       3.5854  1981.3
0.0220      -17775.5807  -17779.1056       3.5249  1947.9
0.0225      -17775.5609  -17778.9842       3.4233  1891.7
0.0230      -17775.6397  -17778.8588       3.2191  1778.8
0.0235      -17775.6160  -17778.7616       3.1455  1738.2
0.0240      -17775.6899  -17778.7144       3.0244  1671.3
0.0245      -17775.7491  -17778.7355       2.9864  1650.3
0.0250      -17775.7277  -17778.8327       3.1050  1715.8
0.0255      -17775.8284  -17778.9982       3.1697  1751.6
0.0260      -17775.8809  -17779.1998       3.3189  1834.0
0.0265      -17775.8833  -17779.4233       3.5399  1956.2
0.0270      -17775.9818  -17779.6391       3.6573  2021.0
0.0275      -17775.9558  -17779.8160       3.8602  2133.1
0.0280      -17776.0008  -17779.9340       3.9331  2173.4
0.0285      -17775.9995  -17779.9766       3.9771  2197.7
0.0290      -17776.0625  -17779.9480       3.8854  2147.1
0.0295      -17776.1184  -17779.8616       3.7432  2068.5
0.0300      -17776.1718  -17779.7439       3.5722  1974.0
0.0305      -17776.1414  -17779.6316       3.4902  1928.7
0.0310      -17776.1143  -17779.5530       3.4388  1900.3
0.0315      -17776.0829  -17779.5351       3.4522  1907.7
0.0320      -17776.1432  -17779.5896       3.4464  1904.5
0.0325      -17776.1783  -17779.7161       3.5378  1954.9
0.0330      -17776.2299  -17779.9006       3.6707  2028.4
0.0335      -17776.2313  -17780.1145       3.8832  2145.8
0.0340      -17776.2764  -17780.3227       4.0464  2236.0
0.0345      -17776.2061  -17780.4995       4.2934  2372.5
0.0350      -17776.1871  -17780.6162       4.4291  2447.5
0.0355      -17776.3001  -17780.6583       4.3581  2408.3
0.0360      -17776.3198  -17780.6254       4.3056  2379.2
0.0365      -17776.4194  -17780.5303       4.1108  2271.6
0.0370      -17776.5275  -17780.3878       3.8603  2133.2
0.0375      -17776.6105  -17780.2245       3.6140  1997.1
0.0380      -17776.6716  -17780.0582       3.3867  1871.5
0.0385      -17776.6763  -17779.9088       3.2325  1786.3
0.0390      -17776.7615  -17779.7928       3.0313  1675.1
0.0395      -17776.7810  -17779.7293       2.9483  1629.2
0.0400      -17776.7307  -17779.7231       2.9924  1653.6
0.0405      -17776.7522  -17779.7805       3.0283  1673.4
0.0410      -17776.8265  -17779.8922       3.0657  1694.1
0.0415      -17776.7925  -17780.0384       3.2459  1793.7
0.0420      -17776.7812  -17780.1971       3.4159  1887.6
0.0425      -17776.8682  -17780.3423       3.4741  1919.8
0.0430      -17776.8640  -17780.4493       3.5853  1981.2
0.0435      -17776.9241  -17780.5001       3.5760  1976.1
0.0440      -17776.9579  -17780.4833       3.5254  1948.1
0.0445      -17776.9199  -17780.4013       3.4814  1923.8
0.0450      -17776.9665  -17780.2658       3.2992  1823.1
0.0455      -17776.9260  -17780.0966       3.1706  1752.1
0.0460      -17776.8523  -17779.9148       3.0626  1692.4
0.0465      -17776.8398  -17779.7518       2.9120  1609.1
0.0470      -17776.8265  -17779.6290       2.8025  1548.6
0.0475      -17776.8549  -17779.5698       2.7149  1500.2
0.0480      -17776.8590  -17779.5942       2.7352  1511.5
0.0485      -17776.8529  -17779.6947       2.8419  1570.4
0.0490      -17776.9071  -17779.8725       2.9653  1638.6
0.0495      -17776.9602  -17780.1074       3.1472  1739.1
0.0500      -17777.0356  -17780.3706       3.3350  1842.9
0.0505      -17777.0378  -17780.6271       3.5894  1983.5
0.0510      -17776.9993  -17780.8415       3.8422  2123.2
0.0515      -17776.9817  -17780.9832       4.0014  2211.2
0.0520      -17776.9934  -17781.0386       4.0452  2235.4
0.0525      -17777.0075  -17781.0067       3.9992  2210.0
0.0530      -17777.0468  -17780.9060       3.8592  2132.6
0.0535      -17777.0272  -17780.7630       3.7357  2064.3
0.0540      -17777.0938  -17780.6063       3.5124  1941.0
0.0545      -17777.0879  -17780.4690       3.3811  1868.4
0.0550      -17777.1319  -17780.3762       3.2443  1792.8
0.0555      -17777.1480  -17780.3347       3.1866  1760.9
0.0560      -17777.1196  -17780.3389       3.2193  1779.0
0.0565      -17777.1243  -17780.3692       3.2449  1793.1
0.0570      -17777.1495  -17780.4115       3.2620  1802.5
0.0575      -17777.1643  -17780.4484       3.2842  1814.8
0.0580      -17777.1251  -17780.4647       3.3395  1845.4
0.0585      -17777.0441  -17780.4606       3.4166  1888.0
0.0590      -17777.0122  -17780.4434       3.4311  1896.0
0.0595      -17777.0402  -17780.4178       3.3776  1866.5
0.0600      -17777.0354  -17780.3919       3.3565  1854.8
0.0605      -17777.0930  -17780.3723       3.2793  1812.1
0.0610      -17777.1604  -17780.3515       3.1912  1763.4
0.0615      -17777.1784  -17780.3333       3.1548  1743.4
0.0620      -17777.1720  -17780.3194       3.1474  1739.2
0.0625      -17777.2472  -17780.3059       3.0587  1690.2
0.0630      -17777.2866  -17780.3005       3.0140  1665.5
0.0635      -17777.3460  -17780.3006       2.9546  1632.7
0.0640      -17777.4317  -17780.3115       2.8798  1591.4
0.0645      -17777.4592  -17780.3379       2.8787  1590.8
0.0650      -17777.4882  -17780.3862       2.8980  1601.4
0.0655      -17777.5869  -17780.4635       2.8766  1589.6
0.0660      -17777.6288  -17780.5626       2.9337  1621.2
0.0665      -17777.6268  -17780.6611       3.0343  1676.7
0.0670      -17777.6365  -17780.7464       3.1099  1718.5
0.0675      -17777.6821  -17780.8043       3.1222  1725.3
0.0680      -17777.7846  -17780.8306       3.0460  1683.2
0.0685      -17777.7406  -17780.8358       3.0951  1710.4
0.0690      -17777.7485  -17780.8310       3.0825  1703.4
0.0695      -17777.7043  -17780.8240       3.1197  1723.9
0.0700      -17777.7887  -17780.8297       3.0410  1680.5
0.0705      -17777.8406  -17780.8464       3.0058  1661.0
0.0710      -17777.8756  -17780.8682       2.9926  1653.7
0.0715      -17777.9421  -17780.8825       2.9404  1624.9
0.0720      -17777.9724  -17780.8833       2.9109  1608.6
0.0725      -17777.9853  -17780.8643       2.8790  1590.9
0.0730      -17778.0134  -17780.8308       2.8174  1556.9
0.0735      -17778.0004  -17780.7948       2.7944  1544.2
0.0740      -17778.0476  -17780.7626       2.7151  1500.3
0.0745      -17778.1114  -17780.7419       2.6305  1453.6
0.0750      -17778.1108  -17780.7468       2.6361  1456.7
0.0755      -17778.1302  -17780.7816       2.6514  1465.1
0.0760      -17778.0961  -17780.8408       2.7447  1516.7
0.0765      -17778.0832  -17780.9181       2.8349  1566.5
0.0770      -17778.1574  -17781.0071       2.8497  1574.7
0.0775      -17778.2675  -17781.0920       2.8246  1560.9
0.0780      -17778.2512  -17781.1674       2.9161  1611.5
0.0785      -17778.1881  -17781.2227       3.0346  1676.9
0.0790      -17778.1902  -17781.2498       3.0596  1690.7
0.0795      -17778.2270  -17781.2373       3.0102  1663.4
0.0800      -17778.3055  -17781.1881       2.8825  1592.9
0.0805      -17778.3845  -17781.1114       2.7269  1506.9
0.0810      -17778.3737  -17781.0126       2.6389  1458.2
0.0815      -17778.4489  -17780.9081       2.4592  1358.9
0.0820      -17778.4569  -17780.8217       2.3648  1306.8
0.0825      -17778.5364  -17780.7612       2.2248  1229.4
0.0830      -17778.5961  -17780.7302       2.1342  1179.3
0.0835      -17778.5817  -17780.7265       2.1448  1185.2
0.0840      -17778.6111  -17780.7587       2.1476  1186.8
0.0845      -17778.6407  -17780.8110       2.1703  1199.3
0.0850      -17778.6342  -17780.8685       2.2343  1234.7
0.0855      -17778.6235  -17780.9202       2.2967  1269.1
